From,Albania,Armenia,Australia,Austria,Azerbaijan,Belarus,Belgium,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Hungary,Iceland,Ireland,Israel,Italy,Latvia,Lithuania,Malta,Moldova,Montenegro,Netherlands,Norway,Poland,Portugal,Romania,Russia,San Marino,Serbia,Slovenia,Spain,Sweden,Switzerland,Turkey,Ukraine,United Kingdom
Russia,-0.034639702857179884,0.2420760497444482,-0.4021115097894563,-0.17113746369080218,0.10482292369642329,0.4741632193279989,-0.3597263239247186,0.17750673192809743,-0.08014657045649498,0.01482736214652071,-0.30455255294258016,-0.23029666796209178,-0.18542850220547238,-0.27572943766509966,0.03973550123090181,0.5275940667135294,-0.17316193010510772,0.32554603199770077,0.12604209549748654,-0.10428707458802075,-0.1531403272657841,0.05601022201850266,-0.03037071814196479,0.06133236760010133,0.10092134583378526,-0.16386821144320493,0.1673938371102994,-0.14075800531535945,-0.18944119220863825,-0.3293995589876382,-0.28638350933681994,-0.09803425369802973,0.024592121783559528,1.0,-0.10014439169825849,-0.13251329591367594,-0.1403430807343381,-0.0025499190995360585,-0.18825113929209966,-0.4329414213737709,0.638217440537009,0.4862014878122335,-0.20225228336873674
San Marino,0.2519858486500511,0.051646688141212635,-0.047016810395554304,-0.15887307735247164,0.03306799647193125,-0.2922507822235435,0.14739511311171044,0.33283948147210196,0.14571633343304563,0.49000894042183685,0.07482307091859254,-0.456661309638517,-0.05717778377062606,-0.05049006857668358,-0.11649181996757489,0.10888799895326354,-0.08654651035787903,0.1799054082999359,-0.34255582055412415,-0.3867757258785943,-0.17799699214106712,0.0008419443923176633,0.09572982883442403,-0.1582828992249369,-0.13158183884482264,0.2663972492298317,0.10554497296505623,0.16095952514139522,-0.13407876674019498,-0.24694891051473203,-0.025242112835953113,0.15383138537233076,0.09366827206388793,-0.10014439169825849,1.0,0.10325988179803733,-0.1540024657259687,0.05103866744689073,-0.16037663430581403,-0.06144083378801166,-0.2290992916197325,-0.2571511024361412,-0.20696136292011785
Serbia,0.15432717609849336,0.03409146221688938,0.11165997397920586,0.04112576465753839,-0.0548613425471002,-0.08770322343039196,-0.3600016323357432,-0.07600471650779674,0.43727020593646093,-0.07273400065031012,0.09946963986309147,-0.1936937513765918,-0.06791382548386339,0.18375100589206653,-0.2808617820780245,-0.20562959870853315,0.0537149350446347,-0.1364607899933051,-0.24710313642412887,-0.15610437847755101,-0.08570008508888351,-0.11882555546478951,-0.05144153418603309,-0.1223093095078906,-0.1939283495696544,-0.16633117821955906,-0.15546366141818707,0.3401176506937969,-0.14862671740039649,-0.1451021432013508,-0.1201022313706092,-0.15326447780218946,-0.09455283925809116,-0.13251329591367594,0.10325988179803733,1.0,0.4684797058215279,-0.29493862455166936,0.0062017266750177555,0.03706147598728339,0.07383950952672654,-0.11991673416364618,-0.23204122809002614
Slovenia,0.11396227748248385,-0.16435719569546647,-0.14941850740085366,0.19606498381732154,-0.271476245812782,-0.23826192787446515,-0.3268976532035014,-0.17708213278702534,0.33423467579232774,-0.32463619448077247,-0.21876756050772203,-0.09362915484473153,-0.1104110835757917,0.2153902287467039,-0.17341713212779922,-0.20929449274748174,0.14841753897241053,0.06322827342733234,-0.030118727619128805,0.15686006915858602,0.03400166061652406,-0.24657351482496084,0.08450518231795344,-0.11411240774184482,0.013837632561019803,-0.15251994786584527,-0.2784933319328007,0.4803612496269659,-0.07273693004463976,-0.05941206133359116,-0.09921238345589778,0.050874795751784926,-0.2163705494735488,-0.1403430807343381,-0.1540024657259687,0.4684797058215279,1.0,-0.2998366392785097,0.10158754193125208,0.36337375312559694,-0.07264969305394776,-0.0010967949187528916,-0.29022433650827234
Spain,0.04865287153016955,0.044325710225967506,-0.07768980827725179,-0.09044268210047411,-0.19192555574911754,0.06694791941283136,0.22539618663217484,0.02078000661065805,-0.25187040446826797,0.09620470002247851,0.050912313099992626,0.09592830923288301,-0.07265645700502768,-0.15682175711934718,0.2210000740324454,-0.0051878267600177505,-0.23751788885062478,0.14822134286321328,0.2638011086487111,0.05097983753241646,-0.08142718837468015,0.17215884624286476,0.03678418081581641,-0.23366582857951929,0.012786571423593775,0.35653024389601734,0.28867376597149774,-0.47663922467550507,0.002130137695642736,0.1907505982150928,-0.07134824165825812,0.09966656099407846,0.12008327630314825,-0.0025499190995360585,0.05103866744689073,-0.29493862455166936,-0.2998366392785097,1.0,-0.21555839557998524,-0.013563571293645821,0.03164480482399929,-0.1902237130645846,0.04617156208588956
Sweden,-0.29798207747446437,-0.259064068932479,0.24117298759646877,0.30662785920423613,-0.3365000180543538,-0.32823174170357855,0.056987561424823065,-0.4610996720059727,0.04977547956550761,-0.31163542282580564,-0.12413498621335826,0.30371992856452207,0.4456209264358521,0.5373694031984787,-0.23575337950164474,-0.30467481694599036,0.34541602595703197,-0.24698956870549835,0.07753120632805083,0.6193963046312285,0.19231361521455761,-0.07214641973388952,-0.16357300255850082,0.046333154802674664,0.05643777379691717,-0.00977014516525337,-0.3844382095118238,-0.14947225073415568,0.24509016455417565,0.3603746873207039,-0.004641728351872444,-0.14846091413528129,-0.04511474330692415,-0.18825113929209966,-0.16037663430581403,0.0062017266750177555,0.10158754193125208,-0.21555839557998524,1.0,0.08254569846250741,-0.08652893478121973,-0.053277217293782195,0.15668424246718243
Switzerland,0.37855921190285974,-0.03564211831338793,-0.10552041742348342,0.492204770462265,-0.1604357994032768,-0.21486686530418372,0.2248267911659537,0.029387951857638834,0.25899905725663097,0.032163411903184495,-0.16991854857331112,-0.0496388583878369,-0.23990122600303543,-0.0961872081740846,0.35350009810007454,-0.3223885075804977,0.19497195848369375,0.07534775012129544,0.039409308007487966,0.007916235005766974,-0.3992808580416591,-0.44708517442754164,0.009747132836662885,-0.49570852150232925,-0.16094797935637345,0.1568869384452195,-0.4030642429850153,0.19091007859248585,0.2190474807521015,0.11959619223521889,-0.14636262569416536,-0.03958895231120824,0.00674675402075307,-0.4329414213737709,-0.06144083378801166,0.03706147598728339,0.36337375312559694,-0.013563571293645821,0.08254569846250741,1.0,-0.11571235111941383,-0.332591348411393,-0.16980982942631562
Turkey,0.060719098190279354,0.08494046014694485,-0.32828749749281805,-0.04962726686039287,0.045538724693805856,0.42586321720780446,-0.3351278339457778,0.1456948662953536,-0.06778102041252321,0.04657359683295601,-0.2326338738997531,-0.09434353015095451,-0.34413483657975397,-0.21358123132386853,0.086027427646759,0.14249622617003788,-0.010394697255521449,0.18652834829129641,0.2573239911583967,-0.1540958037390677,-0.1497986006836155,-0.03720519897824324,-0.024366206417988714,-0.22699109867151548,-0.2584961174537168,-0.08428298364104654,0.06843632270004768,-0.036625206755052486,-0.27539639021651136,-0.07382112277655081,-0.4181938458011428,-0.3163292245246098,0.22089861513755726,0.638217440537009,-0.2290992916197325,0.07383950952672654,-0.07264969305394776,0.03164480482399929,-0.08652893478121973,-0.11571235111941383,1.0,0.1456802124395827,0.01601586426846504
Ukraine,-0.44891956911710756,-0.01236197871973885,-0.32745322935971066,0.03144771569901483,0.13143092356252742,0.2549931017183448,-0.29667272233529374,-0.0893063872601627,-0.04565315289541366,-0.31214890603338147,-0.0965239794204611,-0.19210249708211316,0.06760298043170761,-0.028340724049324723,-0.08597420425556204,0.3674946303072077,-0.03967975791506269,-0.1653076441296604,-0.014201203517551213,0.06509768791711652,0.30984771752788937,0.13298799864136138,0.025117507752698966,0.45306151776521275,0.43669493843587887,-0.4825899278012617,0.24632774909418303,-0.1825396394460589,0.02360786380870732,-0.2685660735987847,-0.013876474595193476,0.07392461868713508,-0.1010000160015614,0.4862014878122335,-0.2571511024361412,-0.11991673416364618,-0.0010967949187528916,-0.1902237130645846,-0.053277217293782195,-0.332591348411393,0.1456802124395827,1.0,-0.01465281162276888
United Kingdom,-0.11256309559664708,-0.130708381645411,0.42064608013680277,-0.21705203151943647,0.000895903707157116,0.044388066957645786,0.1184110355036155,-0.2068063131970998,-0.3231270856858923,-0.03375780479940189,-0.1345839656243374,0.4869895827849364,0.05204647162020289,0.07320481390119102,-0.11616339795749644,-0.19464890207973776,0.27633312571927043,-0.1466741359020583,0.2549396861849163,0.17888058029335574,0.4109877979390014,-0.04818011662914177,-0.26338053305238607,0.11448451024670421,0.08312842407823334,0.16112535569863076,-0.03945608403612018,-0.2773468831765728,-0.04484903126249317,0.34036530329808673,0.08371690674538772,-0.08197529577252523,0.020448366884198786,-0.20225228336873674,-0.20696136292011785,-0.23204122809002614,-0.29022433650827234,0.04617156208588956,0.15668424246718243,-0.16980982942631562,0.01601586426846504,-0.01465281162276888,1.0
